1,1,5,4
2,2,5,5
3,1,6,5
4,2,6,6
5,1,7,6
6,2,7,7
7,1,8,7
8,2,8,8
9,1,9,8
10,2,9,9
11,1,10,9
12,2,10,10
13,1,11,10
14,2,11,11
15,1,12,11
16,2,12,12
17,1,13,12
18,2,13,13
19,1,14,13
20,2,14,14
21,1,15,14
22,2,15,4
23,1,16,15
24,2,16,16
25,1,17,16
26,2,17,6
27,1,18,6
28,2,18,7
29,1,19,7
30,2,19,8
31,1,20,8
32,2,20,17
33,1,21,17
34,2,21,18
35,1,22,18
36,2,22,24
37,1,23,24
38,2,23,21
39,1,24,21
40,2,24,22
41,1,25,22
42,2,25,23
43,1,26,23
44,2,26,15
